mapTarget,mapTargetName
M23.621,Other spontaneous disruption of posterior cruciate ligament of right knee
M23.642,Other spontaneous disruption of lateral collateral ligament of left knee
O88.02,Air embolism in childbirth
M23.632,Other spontaneous disruption of medial collateral ligament of left knee
M23.622,Other spontaneous disruption of posterior cruciate ligament of left knee
O98.32,Other infections with a predominantly sexual mode of transmission complicating childbirth
O99.62,Diseases of the digestive system complicating childbirth
K80.20,Calculus of gallbladder without cholecystitis without obstruction
O24.92,Unspecified diabetes mellitus in childbirth
M25.851,"Other specified joint disorders, right hip"
M25.852,"Other specified joint disorders, left hip"
O99.284,"Endocrine, nutritional and metabolic diseases complicating childbirth"
O99.314,Alcohol use complicating childbirth
M25.361,"Other instability, right knee"
M23.51,"Chronic instability of knee, right knee"
M25.362,"Other instability, left knee"
M23.52,"Chronic instability of knee, left knee"
I63.423,Cerebral infarction due to embolism of bilateral anterior cerebral arteries
M25.371,"Other instability, right ankle"
M25.372,"Other instability, left ankle"
R01.1,"Cardiac murmur, unspecified"
C71.7,Malignant neoplasm of brain stem
O99.824,Streptococcus B carrier state complicating childbirth
B95.1,"Streptococcus, group B, as the cause of diseases classified elsewhere"
M25.421,"Effusion, right elbow"
M71.821,"Other specified bursopathies, right elbow"
M25.422,"Effusion, left elbow"
M71.822,"Other specified bursopathies, left elbow"
O9A.32,Physical abuse complicating childbirth
O9A.319,"Physical abuse complicating pregnancy, unspecified trimester"
M25.511,Pain in right shoulder
M25.512,Pain in left shoulder
Z32.2,Encounter for childbirth instruction
M60.271,"Foreign body granuloma of soft tissue, not elsewhere classified, right ankle and foot"
Z18.9,"Retained foreign body fragments, unspecified material"
M60.272,"Foreign body granuloma of soft tissue, not elsewhere classified, left ankle and foot"
M62.471,"Contracture of muscle, right ankle and foot"
M62.472,"Contracture of muscle, left ankle and foot"
O10.32,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth
I13.10,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
O10.12,Pre-existing hypertensive heart disease complicating childbirth
I11.9,Hypertensive heart disease without heart failure
O10.319,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester"
M62.571,"Muscle wasting and atrophy, not elsewhere classified, right ankle and foot"
M62.572,"Muscle wasting and atrophy, not elsewhere classified, left ankle and foot"
M65.141,"Other infective (teno)synovitis, right hand"
M65.142,"Other infective (teno)synovitis, left hand"
M65.271,"Calcific tendinitis, right ankle and foot"
M65.272,"Calcific tendinitis, left ankle and foot"
M76.61,"Achilles tendinitis, right leg"
M76.62,"Achilles tendinitis, left leg"
M65.831,"Other synovitis and tenosynovitis, right forearm"
M65.832,"Other synovitis and tenosynovitis, left forearm"
M65.9,"Synovitis and tenosynovitis, unspecified"
M65.841,"Other synovitis and tenosynovitis, right hand"
M65.842,"Other synovitis and tenosynovitis, left hand"
O10.119,"Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester"
C68.1,Malignant neoplasm of paraurethral glands
D09.19,Carcinoma in situ of other urinary organs
O98.42,Viral hepatitis complicating childbirth
B19.9,Unspecified viral hepatitis without hepatic coma
O98.419,"Viral hepatitis complicating pregnancy, unspecified trimester"
O86.81,Puerperal septic thrombophlebitis
O23.529,"Salpingo-oophoritis in pregnancy, unspecified trimester"
O88.22,Thromboembolism in childbirth
D57.1,Sickle-cell disease without crisis
D57.3,Sickle-cell trait
O42.10,"Premature rupture of membranes, onset of labor more than 24 hours following rupture, unspecified weeks of gestation"
O42.919,"Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, unspecified trimester"
M66.0,Rupture of popliteal cyst
O42.019,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified trimester"
O98.52,Other viral diseases complicating childbirth
B06.9,Rubella without complication
O98.02,Tuberculosis complicating childbirth
A15.9,Respiratory tuberculosis unspecified
O98.12,Syphilis complicating childbirth
A53.9,"Syphilis, unspecified"
E07.9,"Disorder of thyroid, unspecified"
O88.32,Pyemic and septic embolism in childbirth
C68.0,Malignant neoplasm of urethra
O88.319,"Pyemic and septic embolism in pregnancy, unspecified trimester"
O03.36,Cardiac arrest following incomplete spontaneous abortion
O03.86,Cardiac arrest following complete or unspecified spontaneous abortion
O65.5,Obstructed labor due to abnormality of maternal pelvic organs
O34.529,"Maternal care for prolapse of gravid uterus, unspecified trimester"
N81.4,"Uterovaginal prolapse, unspecified"
N81.2,Incomplete uterovaginal prolapse
O71.3,Obstetric laceration of cervix
O71.81,"Laceration of uterus, not elsewhere classified"
O90.9,"Complication of the puerperium, unspecified"
O92.03,Retracted nipple associated with lactation
M67.271,"Synovial hypertrophy, not elsewhere classified, right ankle and foot"
M67.272,"Synovial hypertrophy, not elsewhere classified, left ankle and foot"
O92.019,"Retracted nipple associated with pregnancy, unspecified trimester"
F29,Unspecified psychosis not due to a substance or known physiological condition
O99.340,"Other mental disorders complicating pregnancy, unspecified trimester"
M71.341,"Other bursal cyst, right hand"
M67.441,"Ganglion, right hand"
M71.342,"Other bursal cyst, left hand"
S39.94X?,"Unspecified injury of external genitals, episode of care unspecified"
O26.899,"Other specified pregnancy related conditions, unspecified trimester"
M67.442,"Ganglion, left hand"
Z37.61,"Triplets, some liveborn"
Z37.52,"Quadruplets, all liveborn"
Z37.62,"Quadruplets, some liveborn"
Z37.53,"Quintuplets, all liveborn"
Z37.63,"Quintuplets, some liveborn"
Z37.54,"Sextuplets, all liveborn"
Z37.64,"Sextuplets, some liveborn"
M67.471,"Ganglion, right ankle and foot"
M67.472,"Ganglion, left ankle and foot"
O9A.52,Psychological abuse complicating childbirth
O9A.519,"Psychological abuse complicating pregnancy, unspecified trimester"
O9A.42,Sexual abuse complicating childbirth
O9A.419,"Sexual abuse complicating pregnancy, unspecified trimester"
O66.5,Attempted application of vacuum extractor and forceps
M67.843,"Other specified disorders of tendon, right hand"
O60.12X0,"Preterm labor second trimester with preterm delivery second trimester, not applicable or unspecified"
O60.14X0,"Preterm labor third trimester with preterm delivery third trimester, not applicable or unspecified"
M67.844,"Other specified disorders of tendon, left hand"
O60.10X0,"Preterm labor with preterm delivery, unspecified trimester, not applicable or unspecified"
M67.873,"Other specified disorders of tendon, right ankle and foot"
M67.874,"Other specified disorders of tendon, left ankle and foot"
O60.00,"Preterm labor without delivery, unspecified trimester"
O99.334,Smoking (tobacco) complicating childbirth
F17.200,"Nicotine dependence, unspecified, uncomplicated"
M70.51,"Other bursitis of knee, right knee"
M70.52,"Other bursitis of knee, left knee"
Z86.711,Personal history of pulmonary embolism
Z79.01,Long term (current) use of anticoagulants
O09.899,"Supervision of other high risk pregnancies, unspecified trimester"
O09.70,"Supervision of high risk pregnancy due to social problems, unspecified trimester"
O09.629,"Supervision of young multigravida, unspecified trimester"
O09.619,"Supervision of young primigravida, unspecified trimester"
Z74.8,Other problems related to care provider dependency
M70.41,"Prepatellar bursitis, right knee"
M71.161,"Other infective bursitis, right knee"
M70.42,"Prepatellar bursitis, left knee"
H01.111,Allergic dermatitis of right upper eyelid
H01.112,Allergic dermatitis of right lower eyelid
H01.114,Allergic dermatitis of left upper eyelid
H01.115,Allergic dermatitis of left lower eyelid
T79.8XX?,"Other early complications of trauma, episode of care unspecified"
J96.20,"Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia"
H43.823,"Vitreomacular adhesion, bilateral"
H43.822,"Vitreomacular adhesion, left eye"
H43.821,"Vitreomacular adhesion, right eye"
D62,Acute posthemorrhagic anemia
M71.162,"Other infective bursitis, left knee"
M70.71,"Other bursitis of hip, right hip"
M70.72,"Other bursitis of hip, left hip"
M71.121,"Other infective bursitis, right elbow"
M71.122,"Other infective bursitis, left elbow"
M71.471,"Calcium deposit in bursa, right ankle and foot"
M71.472,"Calcium deposit in bursa, left ankle and foot"
M77.51,Other enthesopathy of right foot and ankle
M77.52,Other enthesopathy of left foot and ankle
M75.121,"Complete rotator cuff tear or rupture of right shoulder, not specified as traumatic"
M75.101,"Unspecified rotator cuff tear or rupture of right shoulder, not specified as traumatic"
M75.102,"Unspecified rotator cuff tear or rupture of left shoulder, not specified as traumatic"
M75.122,"Complete rotator cuff tear or rupture of left shoulder, not specified as traumatic"
M75.112,"Incomplete rotator cuff tear or rupture of left shoulder, not specified as traumatic"
M75.51,Bursitis of right shoulder
M75.52,Bursitis of left shoulder
M26.02,Maxillary hypoplasia
M75.91,"Shoulder lesion, unspecified, right shoulder"
M67.813,"Other specified disorders of tendon, right shoulder"
M75.31,Calcific tendinitis of right shoulder
M75.21,"Bicipital tendinitis, right shoulder"
M75.81,"Other shoulder lesions, right shoulder"
M75.92,"Shoulder lesion, unspecified, left shoulder"
M75.22,"Bicipital tendinitis, left shoulder"
M75.32,Calcific tendinitis of left shoulder
M67.814,"Other specified disorders of tendon, left shoulder"
M75.82,"Other shoulder lesions, left shoulder"
M67.863,"Other specified disorders of tendon, right knee"
M65.261,"Calcific tendinitis, right lower leg"
M76.51,"Patellar tendinitis, right knee"
M67.864,"Other specified disorders of tendon, left knee"
M76.52,"Patellar tendinitis, left knee"
M65.262,"Calcific tendinitis, left lower leg"
M67.853,"Other specified disorders of tendon, right hip"
M67.854,"Other specified disorders of tendon, left hip"
M76.891,"Other specified enthesopathies of right lower limb, excluding foot"
M76.892,"Other specified enthesopathies of left lower limb, excluding foot"
M79.4,Hypertrophy of (infrapatellar) fat pad
M25.541,Pain in joints of right hand
M25.542,Pain in joints of left hand
M79.644,Pain in right finger(s)
M79.645,Pain in left finger(s)
M79.661,Pain in right lower leg
M79.662,Pain in left lower leg
M25.571,Pain in right ankle and joints of right foot
M25.572,Pain in left ankle and joints of left foot
M79.671,Pain in right foot
M79.672,Pain in left foot
M85.461,"Solitary bone cyst, right tibia and fibula"
M85.462,"Solitary bone cyst, left tibia and fibula"
M85.471,"Solitary bone cyst, right ankle and foot"
C62.90,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended"
M85.472,"Solitary bone cyst, left ankle and foot"
M85.531,"Aneurysmal bone cyst, right forearm"
M85.532,"Aneurysmal bone cyst, left forearm"
M85.561,"Aneurysmal bone cyst, right lower leg"
M85.562,"Aneurysmal bone cyst, left lower leg"
M85.571,"Aneurysmal bone cyst, right ankle and foot"
M85.572,"Aneurysmal bone cyst, left ankle and foot"
M85.611,"Other cyst of bone, right shoulder"
M85.612,"Other cyst of bone, left shoulder"
M85.521,"Aneurysmal bone cyst, right upper arm"
M85.421,"Solitary bone cyst, right humerus"
M85.621,"Other cyst of bone, right upper arm"
Z90.3,Acquired absence of stomach [part of]
M85.522,"Aneurysmal bone cyst, left upper arm"
M85.422,"Solitary bone cyst, left humerus"
M85.622,"Other cyst of bone, left upper arm"
M85.631,"Other cyst of bone, right forearm"
M85.431,"Solitary bone cyst, right ulna and radius"
M85.632,"Other cyst of bone, left forearm"
M85.432,"Solitary bone cyst, left ulna and radius"
M85.641,"Other cyst of bone, right hand"
M85.541,"Aneurysmal bone cyst, right hand"
M85.441,"Solitary bone cyst, right hand"
M85.642,"Other cyst of bone, left hand"
M85.542,"Aneurysmal bone cyst, left hand"
M85.442,"Solitary bone cyst, left hand"
M85.651,"Other cyst of bone, right thigh"
M85.551,"Aneurysmal bone cyst, right thigh"
M85.652,"Other cyst of bone, left thigh"
M85.552,"Aneurysmal bone cyst, left thigh"
S13.121?,"Dislocation of C1/C2 cervical vertebrae, episode of care unspecified"
M85.661,"Other cyst of bone, right lower leg"
